dev_p,9520267036618112,DEBIT,233600.0,38400.0,9520267036618112,9585448037270901,SUCCESS,Transfer to Adithya Raj,2025-03-30 09:49:59
adithya_r,9585448037270901,CREDIT,233600.0,529300.0,9520267036618112,9585448037270901,SUCCESS,Transfer from Dev Prakash,2025-03-30 09:50:00
adithya_r,9585448037270901,DEPOSIT,53000.0,582300.0,,9585448037270901,SUCCESS,Cash deposit,2025-04-04 12:33:25
arjun_m,1130510426493634,WITHDRAWAL,29300.0,155700.0,1130510426493634,,SUCCESS,Medical expense,2025-04-09 21:19:13
dev_p,9520267036618112,DEBIT,15000.0,23400.0,9520267036618112,7614147583507909,SUCCESS,Transfer to Ananya Krishnan,2025-04-11 15:33:46
ananya_k,7614147583507909,CREDIT,15000.0,91000.0,9520267036618112,7614147583507909,SUCCESS,Transfer from Dev Prakash,2025-04-11 15:33:47
kiran_b,2879997376955853,DEPOSIT,168300.0,315300.0,,2879997376955853,SUCCESS,Freelance payment,2025-04-15 22:54:01
rahul_s,5295055477619147,DEPOSIT,119500.0,594300.0,,5295055477619147,SUCCESS,Investment proceeds,2025-04-18 16:03:05
meera_n,4061753471185791,DEPOSIT,144000.0,236000.0,,4061753471185791,SUCCESS,Refund received,2025-04-22 19:40:57
arjun_m,1130510426493634,DEBIT,22700.0,133000.0,1130510426493634,8695869659955111,SUCCESS,Transfer to Manu Raj,2025-04-27 20:12:59
manu_r,8695869659955111,CREDIT,22700.0,351900.0,1130510426493634,8695869659955111,SUCCESS,Transfer from Arjun Menon,2025-04-27 20:13:00
rahul_s,5295055477619147,DEPOSIT,172300.0,766600.0,,5295055477619147,SUCCESS,Investment proceeds,2025-04-29 02:23:22
rahul_s,5295055477619147,DEPOSIT,64600.0,831200.0,,5295055477619147,SUCCESS,Cash deposit at branch,2025-05-03 09:34:52
rohan_t,2954332594393632,DEBIT,89000.0,168300.0,2954332594393632,5295055477619147,SUCCESS,Transfer to Rahul Sharma,2025-05-08 03:10:59
rahul_s,5295055477619147,CREDIT,89000.0,920200.0,2954332594393632,5295055477619147,SUCCESS,Transfer from Rohan Thomas,2025-05-08 03:11:00
sana_a,1117896800286705,DEBIT,7900.0,260400.0,1117896800286705,4061753471185791,SUCCESS,Transfer to Meera Nair,2025-05-10 11:22:11
meera_n,4061753471185791,CREDIT,7900.0,243900.0,1117896800286705,4061753471185791,SUCCESS,Transfer from Sana Ali,2025-05-10 11:22:12
fathima_h,6266461900404726,DEPOSIT,9600.0,92600.0,,6266461900404726,SUCCESS,Bonus credit,2025-05-13 20:10:21
kiran_b,2879997376955853,DEPOSIT,9800.0,325100.0,,2879997376955853,SUCCESS,Bonus credit,2025-05-13 22:55:09
meera_n,4061753471185791,DEPOSIT,91000.0,334900.0,,4061753471185791,SUCCESS,Cash deposit,2025-05-14 11:48:20
adithya_r,9585448037270901,DEPOSIT,3300.0,585600.0,,9585448037270901,SUCCESS,Investment proceeds,2025-05-20 05:02:19
rohan_t,2954332594393632,DEPOSIT,30600.0,198900.0,,2954332594393632,SUCCESS,Refund received,2025-05-24 18:01:25
rohan_t,2954332594393632,DEPOSIT,135000.0,333900.0,,2954332594393632,SUCCESS,Interest credit,2025-05-25 16:08:14
vivek_p,1678331407299434,DEBIT,4900.0,605100.0,1678331407299434,3593216199916941,SUCCESS,Transfer to Isha Varma,2025-06-10 00:47:40
isha_v,3593216199916941,CREDIT,4900.0,136100.0,1678331407299434,3593216199916941,SUCCESS,Transfer from Vivek Pillai,2025-06-10 00:47:41
arjun_m,1130510426493634,WITHDRAWAL,96200.0,36800.0,1130510426493634,,SUCCESS,Online purchase,2025-06-10 02:58:48
manu_r,8695869659955111,WITHDRAWAL,21600.0,330300.0,8695869659955111,,SUCCESS,Vehicle maintenance,2025-06-17 16:03:22
vivek_p,1678331407299434,WITHDRAWAL,48400.0,556700.0,1678331407299434,,SUCCESS,Vehicle maintenance,2025-06-18 20:34:43
diya_j,9894537105568445,DEPOSIT,28900.0,33900.0,,9894537105568445,SUCCESS,Investment proceeds,2025-06-19 22:40:59
sana_a,1117896800286705,DEBIT,139600.0,120800.0,1117896800286705,4061753471185791,SUCCESS,Transfer to Meera Nair,2025-06-23 05:11:29
meera_n,4061753471185791,CREDIT,139600.0,474500.0,1117896800286705,4061753471185791,SUCCESS,Transfer from Sana Ali,2025-06-23 05:11:30
adithya_r,9585448037270901,DEBIT,900.0,584700.0,9585448037270901,9791046908277560,SUCCESS,Transfer to Neha Thomas,2025-06-24 08:20:52
neha_t,9791046908277560,CREDIT,900.0,12700.0,9585448037270901,9791046908277560,SUCCESS,Transfer from Adithya Raj,2025-06-24 08:20:53
sana_a,1117896800286705,DEPOSIT,177800.0,298600.0,,1117896800286705,SUCCESS,Freelance payment,2025-06-24 08:38:38
diya_j,9894537105568445,DEPOSIT,2700.0,36600.0,,9894537105568445,SUCCESS,Investment proceeds,2025-06-24 14:06:48
sana_a,1117896800286705,DEBIT,1500.0,297100.0,1117896800286705,1678331407299434,SUCCESS,Transfer to Vivek Pillai,2025-06-24 19:06:18
vivek_p,1678331407299434,CREDIT,1500.0,558200.0,1117896800286705,1678331407299434,SUCCESS,Transfer from Sana Ali,2025-06-24 19:06:19
arjun_m,1130510426493634,WITHDRAWAL,2800.0,34000.0,1130510426493634,,SUCCESS,ATM withdrawal,2025-07-04 08:08:21
fathima_h,6266461900404726,DEPOSIT,55500.0,148100.0,,6266461900404726,SUCCESS,Interest credit,2025-07-10 00:39:26
ananya_k,7614147583507909,WITHDRAWAL,16000.0,75000.0,7614147583507909,,SUCCESS,Utility payment,2025-07-12 14:50:48
sana_a,1117896800286705,DEBIT,15800.0,281300.0,1117896800286705,8695869659955111,SUCCESS,Transfer to Manu Raj,2025-07-21 12:18:57
manu_r,8695869659955111,CREDIT,15800.0,346100.0,1117896800286705,8695869659955111,SUCCESS,Transfer from Sana Ali,2025-07-21 12:18:58
vivek_p,1678331407299434,WITHDRAWAL,51200.0,507000.0,1678331407299434,,SUCCESS,Education expense,2025-07-22 09:34:17
rahul_s,5295055477619147,DEBIT,83400.0,836800.0,5295055477619147,9894537105568445,SUCCESS,Transfer to Diya Joseph,2025-07-23 20:53:16
diya_j,9894537105568445,CREDIT,83400.0,120000.0,5295055477619147,9894537105568445,SUCCESS,Transfer from Rahul Sharma,2025-07-23 20:53:17
vivek_p,1678331407299434,WITHDRAWAL,19500.0,487500.0,1678331407299434,,SUCCESS,Vehicle maintenance,2025-07-29 17:35:23
rahul_s,5295055477619147,DEBIT,5300.0,831500.0,5295055477619147,9894537105568445,SUCCESS,Transfer to Diya Joseph,2025-08-02 22:30:37
diya_j,9894537105568445,CREDIT,5300.0,125300.0,5295055477619147,9894537105568445,SUCCESS,Transfer from Rahul Sharma,2025-08-02 22:30:38
neha_t,9791046908277560,WITHDRAWAL,3400.0,9300.0,9791046908277560,,SUCCESS,Online purchase,2025-08-07 14:16:29
dev_p,9520267036618112,DEPOSIT,67200.0,90600.0,,9520267036618112,SUCCESS,Cash deposit at branch,2025-08-07 14:19:06
meera_n,4061753471185791,DEPOSIT,2800.0,477300.0,,4061753471185791,SUCCESS,Cash deposit,2025-08-12 10:23:42
ananya_k,7614147583507909,WITHDRAWAL,63700.0,11300.0,7614147583507909,,SUCCESS,Personal expense,2025-08-26 12:51:43
rohan_t,2954332594393632,DEPOSIT,101600.0,435500.0,,2954332594393632,SUCCESS,Bonus credit,2025-08-27 06:39:32
adithya_r,9585448037270901,DEBIT,249800.0,334900.0,9585448037270901,9520267036618112,SUCCESS,Transfer to Dev Prakash,2025-08-30 00:09:33
dev_p,9520267036618112,CREDIT,249800.0,340400.0,9585448037270901,9520267036618112,SUCCESS,Transfer from Adithya Raj,2025-08-30 00:09:34
isha_v,3593216199916941,DEPOSIT,116500.0,252600.0,,3593216199916941,SUCCESS,Bonus credit,2025-09-04 12:09:04
fathima_h,6266461900404726,DEPOSIT,2400.0,150500.0,,6266461900404726,SUCCESS,Cash deposit,2025-09-09 03:18:02
meera_n,4061753471185791,DEPOSIT,17000.0,494300.0,,4061753471185791,SUCCESS,Interest credit,2025-09-15 08:10:03
isha_v,3593216199916941,DEPOSIT,116800.0,369400.0,,3593216199916941,SUCCESS,Investment proceeds,2025-09-16 05:02:58
ananya_k,7614147583507909,WITHDRAWAL,6300.0,5000.0,7614147583507909,,SUCCESS,Online purchase,2025-09-17 03:59:49
kiran_b,2879997376955853,DEPOSIT,51800.0,376900.0,,2879997376955853,SUCCESS,Bonus credit,2025-09-23 03:23:12
neha_t,9791046908277560,WITHDRAWAL,4300.0,5000.0,9791046908277560,,SUCCESS,Cash withdrawal,2025-09-23 09:54:22
dev_p,9520267036618112,DEBIT,201000.0,139400.0,9520267036618112,6266461900404726,SUCCESS,Transfer to Fathima Hussain,2025-09-24 23:24:03
fathima_h,6266461900404726,CREDIT,201000.0,351500.0,9520267036618112,6266461900404726,SUCCESS,Transfer from Dev Prakash,2025-09-24 23:24:04
dev_p,9520267036618112,DEPOSIT,46300.0,185700.0,,9520267036618112,SUCCESS,Freelance payment,2025-09-28 10:08:26
diya_j,9894537105568445,DEBIT,104600.0,20700.0,9894537105568445,8695869659955111,SUCCESS,Transfer to Manu Raj,2025-10-09 01:40:41
manu_r,8695869659955111,CREDIT,104600.0,450700.0,9894537105568445,8695869659955111,SUCCESS,Transfer from Diya Joseph,2025-10-09 01:40:42
fathima_h,6266461900404726,DEPOSIT,163000.0,514500.0,,6266461900404726,SUCCESS,Freelance payment,2025-10-10 00:17:09
dev_p,9520267036618112,DEPOSIT,64300.0,250000.0,,9520267036618112,SUCCESS,Bonus credit,2025-10-13 18:06:43
dev_p,9520267036618112,DEBIT,95900.0,154100.0,9520267036618112,9585448037270901,SUCCESS,Transfer to Adithya Raj,2025-10-14 21:10:03
adithya_r,9585448037270901,CREDIT,95900.0,430800.0,9520267036618112,9585448037270901,SUCCESS,Transfer from Dev Prakash,2025-10-14 21:10:04
ananya_k,7614147583507909,DEPOSIT,10000.0,15000.0,,7614147583507909,SUCCESS,Cash deposit,2025-10-15 13:09:45
sana_a,1117896800286705,DEPOSIT,166300.0,447600.0,,1117896800286705,SUCCESS,Bonus credit,2025-10-18 04:50:54
manu_r,8695869659955111,WITHDRAWAL,800.0,449900.0,8695869659955111,,SUCCESS,Utility payment,2025-10-18 05:46:39
diya_j,9894537105568445,DEPOSIT,24500.0,45200.0,,9894537105568445,SUCCESS,Investment proceeds,2025-10-18 07:27:06
adithya_r,9585448037270901,DEPOSIT,2100.0,432900.0,,9585448037270901,SUCCESS,Salary credit,2025-10-28 01:01:27
dev_p,9520267036618112,DEBIT,107400.0,46700.0,9520267036618112,7614147583507909,SUCCESS,Transfer to Ananya Krishnan,2025-11-05 19:26:43
ananya_k,7614147583507909,CREDIT,107400.0,122400.0,9520267036618112,7614147583507909,SUCCESS,Transfer from Dev Prakash,2025-11-05 19:26:44
adithya_r,9585448037270901,DEPOSIT,3600.0,436500.0,,9585448037270901,SUCCESS,Freelance payment,2025-11-05 22:06:20
arjun_m,1130510426493634,WITHDRAWAL,6100.0,27900.0,1130510426493634,,SUCCESS,ATM withdrawal,2025-11-12 12:32:12
rahul_s,5295055477619147,DEPOSIT,7200.0,838700.0,,5295055477619147,SUCCESS,Investment proceeds,2025-11-18 06:35:48
manu_r,8695869659955111,WITHDRAWAL,16400.0,433500.0,8695869659955111,,SUCCESS,Travel expense,2025-11-18 13:29:31
rahul_s,5295055477619147,DEBIT,1700.0,837000.0,5295055477619147,2879997376955853,SUCCESS,Transfer to Kiran Babu,2025-11-21 01:14:26
kiran_b,2879997376955853,CREDIT,1700.0,378600.0,5295055477619147,2879997376955853,SUCCESS,Transfer from Rahul Sharma,2025-11-21 01:14:27
rohan_t,2954332594393632,DEPOSIT,122300.0,557800.0,,2954332594393632,SUCCESS,Cash deposit,2025-11-24 04:19:43
rahul_s,5295055477619147,DEBIT,19400.0,817600.0,5295055477619147,2879997376955853,SUCCESS,Transfer to Kiran Babu,2025-11-24 10:55:05
kiran_b,2879997376955853,CREDIT,19400.0,398000.0,5295055477619147,2879997376955853,SUCCESS,Transfer from Rahul Sharma,2025-11-24 10:55:06
neha_t,9791046908277560,DEPOSIT,1000.0,6000.0,,9791046908277560,SUCCESS,Cash deposit,2025-11-26 07:25:17
vivek_p,1678331407299434,WITHDRAWAL,2600.0,484900.0,1678331407299434,,SUCCESS,Travel expense,2025-11-28 20:22:15
kiran_b,2879997376955853,DEPOSIT,13400.0,411400.0,,2879997376955853,SUCCESS,Freelance payment,2025-12-08 22:49:16
dev_p,9520267036618112,DEPOSIT,3200.0,49900.0,,9520267036618112,SUCCESS,Cash deposit,2025-12-09 06:38:39
isha_v,3593216199916941,DEPOSIT,73400.0,442800.0,,3593216199916941,SUCCESS,Interest credit,2025-12-10 11:24:26
adithya_r,9585448037270901,DEBIT,60000.0,376500.0,9585448037270901,9791046908277560,SUCCESS,Transfer to Neha Thomas,2025-12-10 12:30:50
neha_t,9791046908277560,CREDIT,60000.0,66000.0,9585448037270901,9791046908277560,SUCCESS,Transfer from Adithya Raj,2025-12-10 12:30:51
sana_a,1117896800286705,DEBIT,13300.0,434300.0,1117896800286705,8695869659955111,SUCCESS,Transfer to Manu Raj,2025-12-18 14:23:40
manu_r,8695869659955111,CREDIT,13300.0,446800.0,1117896800286705,8695869659955111,SUCCESS,Transfer from Sana Ali,2025-12-18 14:23:41
adithya_r,9585448037270901,DEBIT,85900.0,290600.0,9585448037270901,2954332594393632,SUCCESS,Transfer to Rohan Thomas,2025-12-23 15:46:03
rohan_t,2954332594393632,CREDIT,85900.0,643700.0,9585448037270901,2954332594393632,SUCCESS,Transfer from Adithya Raj,2025-12-23 15:46:04
rahul_s,5295055477619147,DEBIT,11300.0,806300.0,5295055477619147,1130510426493634,SUCCESS,Transfer to Arjun Menon,2025-12-27 02:23:36
arjun_m,1130510426493634,CREDIT,11300.0,39200.0,5295055477619147,1130510426493634,SUCCESS,Transfer from Rahul Sharma,2025-12-27 02:23:37
